,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,46-TwoStageBetween,catch_5,0.0,0.1459,1.0,0.5,0.4,0.49,0.43,1.0,0.32,0.5,0.0,TwoStageBetween,0.5128,0.1832
1,46-TwoStageBetween,exp_45,0.0,0.1097,1.0,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.6,0.0,TwoStageBetween,0.3972,0.0665
2,46-TwoStageBetween,exp_8,1.0,0.7649,0.0,0.5,0.7,0.29,0.5,1.0,0.18,0.5,1.0,TwoStageBetween,0.572,0.6957
3,46-TwoStageBetween,exp_47,0.0,0.2353,1.0,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.6,0.0,TwoStageBetween,0.4887,0.1506
4,46-TwoStageBetween,exp_98,1.0,0.1261,0.0,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,0.5,1.0,TwoStageBetween,0.5692,0.7037
5,46-TwoStageBetween,exp_94,1.0,0.1624,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.5976,0.5872
6,46-TwoStageBetween,exp_1,1.0,0.8279,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,1.0,TwoStageBetween,0.5214,0.8033
7,46-TwoStageBetween,exp_82,1.0,0.3284,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,0.5953,0.3969
8,46-TwoStageBetween,exp_107,1.0,0.1166,1.0,0.6,0.78,0.4,0.3,0.0,0.21,0.4,1.0,TwoStageBetween,0.4962,0.8399
9,46-TwoStageBetween,exp_73,1.0,0.3518,1.0,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,0.4,1.0,TwoStageBetween,0.2463,0.9921
10,46-TwoStageBetween,exp_89,0.0,0.973,1.0,0.6,0.5,0.38,0.4,1.0,0.3,0.4,0.0,TwoStageBetween,0.5653,0.7143
11,46-TwoStageBetween,exp_116,1.0,0.1415,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.5017,0.8325
12,46-TwoStageBetween,exp_74,1.0,0.1645,0.0,0.5,0.8,0.2,0.6799999999999999,0.0,0.4,0.5,1.0,TwoStageBetween,0.2903,0.9824
13,46-TwoStageBetween,exp_64,1.0,0.1871,0.0,0.5,0.72,0.51,0.52,1.0,0.42,0.5,1.0,TwoStageBetween,0.5645,0.7163
14,46-TwoStageBetween,catch_1,0.0,0.101,1.0,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.5,0.0,TwoStageBetween,0.4289,0.09
15,46-TwoStageBetween,exp_42,0.0,1.2344,0.0,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.5,0.0,TwoStageBetween,0.475,0.1344
16,46-TwoStageBetween,exp_35,0.0,0.1934,1.0,0.6,0.79,0.7,0.32,0.0,0.2,0.4,0.0,TwoStageBetween,0.5302,0.2113
17,46-TwoStageBetween,exp_46,0.0,2.1128,0.0,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.5,0.0,TwoStageBetween,0.475,0.1344
18,46-TwoStageBetween,exp_84,1.0,0.3381,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,1.0,TwoStageBetween,0.5953,0.3969
19,46-TwoStageBetween,catch_3,0.0,0.5433,1.0,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.5,0.0,TwoStageBetween,0.3429,0.0365
20,46-TwoStageBetween,catch_7,0.0,0.2553,1.0,0.5,0.28,0.48,0.52,1.0,0.21,0.5,0.0,TwoStageBetween,0.243,0.0073
21,46-TwoStageBetween,exp_88,1.0,2.4732,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.5976,0.5872
22,46-TwoStageBetween,catch_9,0.0,0.632,1.0,0.5,0.48,0.72,0.4,1.0,0.18,0.5,0.0,TwoStageBetween,0.2918,0.018
23,46-TwoStageBetween,exp_104,1.0,0.4389,0.0,0.5,0.78,0.4,0.3,1.0,0.21,0.5,1.0,TwoStageBetween,0.4702,0.8709
24,46-TwoStageBetween,exp_59,0.0,1.8838,1.0,0.6,0.41,0.21,0.62,0.0,0.18,0.4,0.0,TwoStageBetween,0.5797,0.3287
25,46-TwoStageBetween,exp_15,1.0,0.6372,1.0,0.4,0.7,0.29,0.5,1.0,0.18,0.6,1.0,TwoStageBetween,0.5633,0.7196
26,46-TwoStageBetween,catch_0,0.0,0.1657,0.0,0.5,0.19,0.72,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.1745,0.001
27,46-TwoStageBetween,exp_68,1.0,0.2676,0.0,0.5,0.72,0.51,0.52,0.0,0.42,0.5,1.0,TwoStageBetween,0.5645,0.7163
28,46-TwoStageBetween,exp_36,1.0,0.0919,0.0,0.5,0.79,0.7,0.32,0.0,0.2,0.5,1.0,TwoStageBetween,0.5617,0.2763
29,46-TwoStageBetween,exp_25,1.0,0.7865,1.0,0.6,0.3,0.17,0.3,1.0,0.2,0.4,1.0,TwoStageBetween,0.4647,0.8768
30,46-TwoStageBetween,exp_26,0.0,0.227,0.0,0.5,0.3,0.17,0.3,0.0,0.2,0.5,0.0,TwoStageBetween,0.5303,0.7885
31,46-TwoStageBetween,exp_40,0.0,0.2577,0.0,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.5,0.0,TwoStageBetween,0.475,0.1344
32,46-TwoStageBetween,exp_96,0.0,0.7633,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,0.0,TwoStageBetween,0.5692,0.7037
33,46-TwoStageBetween,exp_29,1.0,0.066,1.0,0.4,0.3,0.17,0.3,0.0,0.2,0.6,1.0,TwoStageBetween,0.5825,0.6614
34,46-TwoStageBetween,exp_91,1.0,1.9592,1.0,0.6,0.5,0.38,0.4,0.0,0.3,0.4,1.0,TwoStageBetween,0.6037,0.5012
35,46-TwoStageBetween,catch_4,0.0,0.1641,0.0,0.5,0.19,0.31,0.73,1.0,0.4,0.5,0.0,TwoStageBetween,0.2765,0.014
