,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,83-TwoStageBetween,exp_18,0.0,0.3936,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,0.0,TwoStageBetween,0.7304,0.7035
1,83-TwoStageBetween,exp_25,1.0,0.6473,1.0,0.6,0.3,0.17,0.3,1.0,0.2,0.4,1.0,TwoStageBetween,0.5344,0.9217
2,83-TwoStageBetween,catch_6,0.0,0.1367,0.0,0.5,0.23,0.59,0.27,1.0,0.19,0.5,0.0,TwoStageBetween,0.2868,0.0045
3,83-TwoStageBetween,catch_3,0.0,0.08,1.0,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.5,0.0,TwoStageBetween,0.4511,0.0395
4,83-TwoStageBetween,exp_78,1.0,0.2665,0.0,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.5,1.0,TwoStageBetween,0.3193,0.992
5,83-TwoStageBetween,exp_90,1.0,0.1052,0.0,0.5,0.5,0.38,0.4,0.0,0.3,0.5,1.0,TwoStageBetween,0.7476,0.6584
6,83-TwoStageBetween,catch_5,0.0,0.3661,1.0,0.5,0.4,0.49,0.43,1.0,0.32,0.5,0.0,TwoStageBetween,0.7009,0.239
7,83-TwoStageBetween,exp_9,1.0,0.411,1.0,0.6,0.7,0.29,0.5,1.0,0.18,0.4,1.0,TwoStageBetween,0.5305,0.924
8,83-TwoStageBetween,exp_69,1.0,0.5108,1.0,0.4,0.72,0.51,0.52,0.0,0.42,0.6,1.0,TwoStageBetween,0.7551,0.633
9,83-TwoStageBetween,exp_29,0.0,0.679,1.0,0.4,0.3,0.17,0.3,0.0,0.2,0.6,0.0,TwoStageBetween,0.7023,0.7576
10,83-TwoStageBetween,exp_30,0.0,1.4489,0.0,0.5,0.3,0.17,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.6202,0.8585
11,83-TwoStageBetween,exp_10,1.0,0.3035,0.0,0.5,0.7,0.29,0.5,0.0,0.18,0.5,1.0,TwoStageBetween,0.6184,0.8602
12,83-TwoStageBetween,exp_3,0.0,0.213,1.0,0.6,0.79,0.49,0.8300000000000001,0.0,0.53,0.4,0.0,TwoStageBetween,0.7484,0.6558
13,83-TwoStageBetween,exp_22,1.0,0.3926,0.0,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,0.5,1.0,TwoStageBetween,0.7304,0.7035
14,83-TwoStageBetween,exp_26,1.0,0.9447,0.0,0.5,0.3,0.17,0.3,0.0,0.2,0.5,1.0,TwoStageBetween,0.6202,0.8585
15,83-TwoStageBetween,exp_43,0.0,0.8077,1.0,0.6,0.81,0.48,0.79,0.0,0.1699999999999999,0.4,0.0,TwoStageBetween,0.683,0.2121
16,83-TwoStageBetween,exp_116,1.0,0.1809,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.5526,0.9107
17,83-TwoStageBetween,exp_115,1.0,0.7772,1.0,0.6,0.49,0.22,0.79,0.0,0.42,0.4,1.0,TwoStageBetween,0.6316,0.8476
