,subject_id,condition,choice,rt,presentation01,gp,p0,p1,m1,last_stage_favours,m0,gm,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,122-TwoStageWithin,exp_1,0.0,0.3104,1.0,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.4,0.0,TwoStageBetween,0.8572,0.4694
1,122-TwoStageWithin,catch_8,0.0,0.5397,0.0,0.5,0.22,0.32,0.5,1.0,0.37,0.5,0.0,TwoStageBetween,0.5097,0.041
2,122-TwoStageWithin,catch_0,0.0,0.2333,0.0,0.5,0.19,0.72,0.3,1.0,0.2,0.5,0.0,TwoStageBetween,0.2318,0.0005
3,122-TwoStageWithin,exp_80,0.0,0.1923,0.0,0.5,0.61,0.29,0.8099999999999999,1.0,0.22,0.5,0.0,TwoStageBetween,0.7358,0.1816
4,122-TwoStageWithin,exp_117,1.0,0.5729,1.0,0.4,0.49,0.22,0.79,0.0,0.42,0.6,1.0,TwoStageBetween,0.7234,0.8301
5,122-TwoStageWithin,exp_45,0.0,0.1905,1.0,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.6,0.0,TwoStageBetween,0.5754,0.067
6,122-TwoStageWithin,catch_2,0.0,0.5879,0.0,0.5,0.38,0.6,0.4,1.0,0.22,0.5,0.0,TwoStageBetween,0.36,0.0083
7,122-TwoStageWithin,exp_40,0.0,0.1613,0.0,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.5,0.0,TwoStageBetween,0.5117,0.0416
8,122-TwoStageWithin,exp_57,0.0,0.1602,1.0,0.6,0.41,0.21,0.62,1.0,0.18,0.4,0.0,TwoStageBetween,0.6454,0.1058
9,122-TwoStageWithin,exp_82,0.0,1.3003,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,0.0,TwoStageBetween,0.7358,0.1816
10,122-TwoStageWithin,exp_107,0.0,0.3408,1.0,0.6,0.78,0.4,0.3,0.0,0.21,0.4,0.0,TwoStageBetween,0.6429,0.8955
11,122-TwoStageWithin,exp_104,1.0,0.3448,0.0,0.5,0.78,0.4,0.3,1.0,0.21,0.5,1.0,TwoStageBetween,0.7156,0.8378
12,122-TwoStageWithin,exp_67,1.0,0.2854,1.0,0.6,0.72,0.51,0.52,0.0,0.42,0.4,1.0,TwoStageBetween,0.7677,0.7783
13,122-TwoStageWithin,exp_114,1.0,1.0037,0.0,0.5,0.49,0.22,0.79,0.0,0.42,0.5,1.0,TwoStageBetween,0.7889,0.7466
14,122-TwoStageWithin,exp_108,1.0,0.6719,0.0,0.5,0.78,0.4,0.3,0.0,0.21,0.5,1.0,TwoStageBetween,0.7156,0.8378
15,122-TwoStageWithin,exp_96,0.0,1.2041,0.0,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.5,0.0,TwoStageBetween,0.8373,0.6386
16,122-TwoStageWithin,exp_89,0.0,0.903,1.0,0.6,0.5,0.38,0.4,1.0,0.3,0.4,0.0,TwoStageBetween,0.8478,0.3986
17,122-TwoStageWithin,exp_25,0.0,0.5647,1.0,0.6,0.3,0.17,0.3,1.0,0.2,0.4,0.0,TwoStageBetween,0.8433,0.6168
18,122-TwoStageWithin,exp_50,0.0,1.9007,0.0,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.5,0.0,TwoStageBetween,0.7594,0.7892
19,122-TwoStageWithin,exp_88,1.0,0.5839,0.0,0.5,0.5,0.38,0.4,1.0,0.3,0.5,1.0,TwoStageBetween,0.8574,0.5223
20,122-TwoStageWithin,exp_23,0.0,0.2384,1.0,0.4,0.28,0.17,0.8300000000000001,1.0,0.43,0.6,0.0,TwoStageBetween,0.8131,0.2953
21,122-TwoStageWithin,exp_115,1.0,1.1936,1.0,0.6,0.49,0.22,0.79,0.0,0.42,0.4,1.0,TwoStageBetween,0.7234,0.8301
22,122-TwoStageWithin,exp_22,1.0,0.2723,0.0,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,0.5,1.0,TwoStageBetween,0.8498,0.4086
23,122-TwoStageWithin,exp_101,1.0,2.0578,1.0,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.6,1.0,TwoStageBetween,0.7897,0.7453
24,122-TwoStageWithin,exp_47,0.0,0.5435,1.0,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.6,0.0,TwoStageBetween,0.4564,0.0256
25,122-TwoStageWithin,catch_5,0.0,0.1088,1.0,0.5,0.4,0.49,0.43,1.0,0.32,0.5,0.0,TwoStageBetween,0.5537,0.0575
26,122-TwoStageWithin,exp_53,1.0,0.8757,1.0,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,0.6,1.0,TwoStageBetween,0.6893,0.8613
27,122-TwoStageWithin,exp_20,0.0,0.6132,0.0,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.5,0.0,TwoStageBetween,0.8498,0.4086
28,122-TwoStageWithin,exp_8,0.0,1.4021,0.0,0.5,0.7,0.29,0.5,1.0,0.18,0.5,0.0,TwoStageBetween,0.858,0.4921
29,122-TwoStageWithin,exp_35,0.0,1.0772,1.0,0.6,0.79,0.7,0.32,0.0,0.2,0.4,0.0,TwoStageBetween,0.807,0.283
30,122-TwoStageWithin,exp_64,1.0,0.3493,0.0,0.5,0.72,0.51,0.52,1.0,0.42,0.5,1.0,TwoStageBetween,0.8229,0.6793
31,122-TwoStageWithin,exp_9,0.0,0.6414,1.0,0.6,0.7,0.29,0.5,1.0,0.18,0.4,0.0,TwoStageBetween,0.8409,0.37
32,122-TwoStageWithin,exp_84,0.0,0.1141,0.0,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.5,0.0,TwoStageBetween,0.7358,0.1816
33,122-TwoStageWithin,catch_4,0.0,0.4719,0.0,0.5,0.19,0.31,0.73,1.0,0.4,0.5,0.0,TwoStageBetween,0.3486,0.007
34,122-TwoStageWithin,catch_7,0.0,0.2816,1.0,0.5,0.28,0.48,0.52,1.0,0.21,0.5,0.0,TwoStageBetween,0.255,0.0011
35,122-TwoStageWithin,exp_29,0.0,0.7457,1.0,0.4,0.3,0.17,0.3,0.0,0.2,0.6,0.0,TwoStageBetween,0.7373,0.8154
36,122-TwoStageWithin,exp_15,1.0,0.3171,1.0,0.4,0.7,0.29,0.5,1.0,0.18,0.6,1.0,TwoStageBetween,0.8409,0.37
37,122-TwoStageWithin,exp_60,0.0,2.0022,0.0,0.5,0.41,0.21,0.62,0.0,0.18,0.5,0.0,TwoStageBetween,0.7181,0.1636
38,122-TwoStageWithin,exp_69,1.0,0.3187,1.0,0.4,0.72,0.51,0.52,0.0,0.42,0.6,1.0,TwoStageBetween,0.7677,0.7783
39,122-TwoStageWithin,exp_19,1.0,0.7415,1.0,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,0.4,1.0,TwoStageBetween,0.8568,0.5327
40,122-TwoStageWithin,catch_6,0.0,0.5876,0.0,0.5,0.23,0.59,0.27,1.0,0.19,0.5,0.0,TwoStageBetween,0.2956,0.0028
41,122-TwoStageWithin,catch_9,0.0,0.1408,1.0,0.5,0.48,0.72,0.4,1.0,0.18,0.5,0.0,TwoStageBetween,0.2988,0.0029
