,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,66,exp_23,1.0,0.5688999999761581,0.17,0.5,1.0,0.5,0.28,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.7654,0.5242
1,66,exp_1,1.0,0.5556000000238419,0.49,0.5,1.0,0.5,0.79,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.6962,0.7572
2,66,exp_9,0.0,0.5448999999761581,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.7513,0.6221
3,66,exp_69,1.0,0.5525,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,0.0,TwoStageWithin,0.7087,0.735
4,66,exp_104,0.0,0.5753999999761581,0.4,0.4,1.0,0.6,0.78,0.3,0.0,0.21000000000000002,1.0,TwoStageWithin,0.6555,0.815
5,66,exp_18,1.0,0.5538999999761581,0.17,0.4,0.0,0.6,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.764,0.5445
6,66,exp_58,1.0,0.546699999988079,0.21,0.4,0.0,0.6,0.41,0.62,0.0,0.18,0.0,TwoStageWithin,0.761,0.4266
7,66,exp_94,0.0,0.5401000000238418,0.38,0.6,1.0,0.4,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.7652,0.5267
8,66,exp_102,0.0,0.544800000011921,0.38,0.6,1.0,0.4,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.7397,0.6622
9,66,exp_40,1.0,0.5531000000238419,0.48,0.4,1.0,0.6,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.5622,0.0991
10,66,exp_19,1.0,0.5325,0.17,0.5,0.0,0.5,0.28,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.7654,0.5242
11,66,catch_7,1.0,0.569199999988079,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.4635,0.0459
12,66,exp_36,1.0,0.5471999999880791,0.7,0.6,0.0,0.4,0.79,0.32,0.0,0.2,0.0,TwoStageWithin,0.7055,0.2579
13,66,exp_91,1.0,1.0810999999642372,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,0.0,TwoStageWithin,0.7628,0.5563
14,66,exp_96,0.0,0.5056999999880791,0.38,0.4,1.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.7002,0.7505
15,66,exp_29,1.0,0.507399999976158,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,0.0,TwoStageWithin,0.7585,0.5874
16,66,exp_57,1.0,0.5373000000119209,0.21,0.5,1.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,0.7582,0.4091
17,66,exp_60,1.0,0.5876999999880791,0.21,0.6,0.0,0.4,0.41,0.62,0.0,0.18,0.0,TwoStageWithin,0.7529,0.3828
18,66,exp_74,0.0,0.5469000000357628,0.2,0.4,0.0,0.6,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.3656,0.9837
19,66,exp_52,0.0,0.5477999999523163,0.32,0.6,0.0,0.4,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6884,0.7699
20,66,exp_30,0.0,1.0636999999880792,0.17,0.6,1.0,0.4,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.76,0.5781
21,66,exp_90,0.0,0.526800000011921,0.38,0.4,0.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.7588,0.5856
22,66,exp_99,0.0,0.5665999999642373,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.7235,0.7044
23,66,exp_27,1.0,0.5218999999761581,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,0.0,TwoStageWithin,0.7585,0.5874
24,66,exp_35,1.0,0.522,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,0.0,TwoStageWithin,0.7259,0.3
25,66,exp_42,1.0,0.5335,0.48,0.4,0.0,0.6,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.5573,0.0958
26,66,catch_5,1.0,0.5496999999880791,0.49,0.5,1.0,0.5,0.4,0.43,1.0,0.32,0.0,TwoStageWithin,0.6758,0.2107
27,66,exp_47,1.0,1.1240999999642372,0.48,0.5,1.0,0.5,0.81,0.79,1.0,0.16999999999999996,0.0,TwoStageWithin,0.5328,0.0802
28,66,exp_8,0.0,1.0792000000476836,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.7416,0.6564
29,66,exp_116,0.0,0.5591000000238419,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.709,0.7343
30,66,exp_26,0.0,0.5655,0.17,0.4,0.0,0.6,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.7568,0.5966
31,66,exp_78,0.0,0.517,0.2,0.6,1.0,0.4,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.3937,0.9771
32,66,exp_68,1.0,1.068,0.51,0.6,0.0,0.4,0.72,0.52,0.0,0.42000000000000004,0.0,TwoStageWithin,0.7326,0.6822
33,66,exp_88,0.0,0.543800000011921,0.38,0.4,1.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.7572,0.5947
34,66,exp_101,0.0,0.5283000000119209,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.7235,0.7044
35,66,exp_114,0.0,0.006200000047683716,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.6755,0.7889
36,66,exp_46,1.0,0.5715,0.48,0.6,1.0,0.4,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.5091,0.067
37,66,exp_108,0.0,0.522,0.4,0.6,0.0,0.4,0.78,0.3,0.0,0.21000000000000002,1.0,TwoStageWithin,0.6944,0.7602
38,66,exp_43,1.0,0.5635999999642373,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,0.0,TwoStageWithin,0.5328,0.0802
39,66,catch_4,1.0,0.5690999999642372,0.31,0.5,1.0,0.5,0.19,0.73,0.0,0.4,0.0,TwoStageWithin,0.573,0.1069
40,66,exp_98,0.0,0.5446000000238419,0.38,0.4,0.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.7042,0.7434
41,66,exp_37,1.0,0.5236000000238419,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,0.0,TwoStageWithin,0.7259,0.3
42,66,catch_6,1.0,0.534800000011921,0.59,0.5,1.0,0.5,0.23,0.27,0.0,0.19,0.0,TwoStageWithin,0.5406,0.0849
43,66,exp_117,0.0,0.548800000011921,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.6908,0.7661
44,66,exp_107,0.0,0.5298999999761581,0.4,0.5,0.0,0.5,0.78,0.3,1.0,0.21000000000000002,1.0,TwoStageWithin,0.6755,0.7889
45,66,exp_25,0.0,0.5375999999642372,0.17,0.5,1.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.7585,0.5874
46,66,exp_15,0.0,0.5423999999761582,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.7513,0.6221
47,66,exp_67,0.0,0.5575999999642373,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,1.0,TwoStageWithin,0.7087,0.735
48,66,catch_0,1.0,0.5750999999642372,0.72,0.5,1.0,0.5,0.19,0.3,0.0,0.2,0.0,TwoStageWithin,0.4066,0.0264
49,66,exp_50,0.0,0.5541000000238419,0.32,0.4,0.0,0.6,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6352,0.8379
50,66,exp_113,1.0,0.5178999999761581,0.22,0.5,1.0,0.5,0.49,0.79,1.0,0.42000000000000004,0.0,TwoStageWithin,0.6908,0.7661
