,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,76,exp_102,0.0,0.2987999999821186,0.38,0.6,1.0,0.4,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.6073,0.7248
1,76,catch_7,1.0,0.2687000000178814,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.3493,0.0281
2,76,exp_52,0.0,0.3762000000178814,0.32,0.6,0.0,0.4,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.4683,0.9072
3,76,exp_53,0.0,0.6748999999761581,0.32,0.5,0.0,0.5,0.49,0.82,1.0,0.6900000000000001,1.0,TwoStageWithin,0.5121,0.8681
4,76,exp_98,0.0,0.3419000000059605,0.38,0.4,0.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.5129,0.8672
5,76,exp_67,1.0,0.8980999999940396,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,0.0,TwoStageWithin,0.5477,0.8269
6,76,exp_20,1.0,0.5937999999821186,0.17,0.6,0.0,0.4,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.6178,0.6988
7,76,catch_9,1.0,0.2880999999940395,0.72,0.5,1.0,0.5,0.48,0.4,1.0,0.18,0.0,TwoStageWithin,0.3105,0.0166
8,76,exp_74,0.0,0.2585,0.2,0.4,0.0,0.6,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2212,0.9973
9,76,exp_9,0.0,1.0125,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.566,0.8012
10,76,exp_1,1.0,0.7704000000059604,0.49,0.5,1.0,0.5,0.79,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.4972,0.8826
11,76,exp_27,0.0,1.4955999999940395,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6322,0.6544
12,76,catch_5,1.0,0.4605,0.49,0.5,1.0,0.5,0.4,0.43,1.0,0.32,0.0,TwoStageWithin,0.5498,0.1758
13,76,exp_8,0.0,0.8400999999940395,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.6055,0.7289
14,76,exp_26,1.0,0.2741000000238419,0.17,0.4,0.0,0.6,0.3,0.3,0.0,0.2,0.0,TwoStageWithin,0.5981,0.745
15,76,exp_84,0.0,0.28790000000596044,0.29,0.6,0.0,0.4,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.628,0.6688
16,76,exp_80,0.0,0.28020000001788137,0.29,0.4,1.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.6525,0.4747
17,76,exp_114,0.0,0.2429000000059605,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.4588,0.9144
18,76,exp_59,1.0,0.822199999988079,0.21,0.5,0.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,0.6527,0.5192
