,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,197,exp_18,0.0,0.6238000000715256,0.17,0.4,0.0,0.6,0.28,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7088,0.7993
1,197,exp_94,0.0,0.92,0.38,0.6,1.0,0.4,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.7693,0.6992
2,197,exp_35,0.0,0.2835,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,1.0,TwoStageWithin,0.7717,0.6937
3,197,catch_6,1.0,0.44520000004768373,0.59,0.5,1.0,0.5,0.23,0.27,0.0,0.19,0.0,TwoStageWithin,0.4055,0.0198
4,197,catch_5,1.0,0.322,0.49,0.5,1.0,0.5,0.4,0.43,1.0,0.32,0.0,TwoStageWithin,0.759,0.2771
5,197,exp_37,0.0,0.4335,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,1.0,TwoStageWithin,0.7717,0.6937
6,197,exp_36,0.0,0.4248000000715256,0.7,0.6,0.0,0.4,0.79,0.32,0.0,0.2,1.0,TwoStageWithin,0.7709,0.6955
7,197,exp_69,0.0,0.2975,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,1.0,TwoStageWithin,0.6081,0.8937
8,197,exp_42,0.0,0.3404000000953674,0.48,0.4,0.0,0.6,0.81,0.79,0.0,0.16999999999999996,1.0,TwoStageWithin,0.44,0.9716
9,197,exp_43,0.0,0.35710000002384185,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.4824,0.958
10,197,exp_22,1.0,0.3528999999761581,0.17,0.6,1.0,0.4,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.7723,0.6923
11,197,exp_27,0.0,0.35430000007152557,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.7205,0.784
12,197,exp_59,0.0,0.06860000002384185,0.21,0.5,0.0,0.5,0.41,0.62,1.0,0.18,1.0,TwoStageWithin,0.6334,0.8748
13,197,exp_91,0.0,0.438,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.7325,0.7667
14,197,exp_9,0.0,0.46869999992847444,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.3927,0.9829
15,197,exp_73,0.0,0.6425999999046326,0.2,0.5,1.0,0.5,0.8,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.2674,0.9978
16,197,exp_80,0.0,0.48929999995231627,0.29,0.4,1.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.4913,0.9547
17,197,exp_117,0.0,1.399,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.5281,0.9393
18,197,exp_82,0.0,0.6766000000238419,0.29,0.4,0.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.4442,0.9703
19,197,exp_15,0.0,0.5701000000238419,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.3927,0.9829
20,197,exp_89,0.0,0.45540000009536735,0.38,0.5,1.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.7325,0.7667
21,197,exp_52,0.0,0.9062000000476836,0.32,0.6,0.0,0.4,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6458,0.8646
22,197,exp_108,0.0,0.4182000000476837,0.4,0.6,0.0,0.4,0.78,0.3,0.0,0.21000000000000002,1.0,TwoStageWithin,0.4095,0.9793
23,197,exp_45,0.0,0.704,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.4824,0.958
24,197,exp_25,0.0,0.6703999999761582,0.17,0.5,1.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.7205,0.784
25,197,exp_96,0.0,0.4316999999284744,0.38,0.4,1.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.633,0.8751
26,197,exp_104,0.0,0.3605,0.4,0.4,1.0,0.6,0.78,0.3,0.0,0.21000000000000002,1.0,TwoStageWithin,0.419,0.977
27,197,exp_53,0.0,0.329,0.32,0.5,0.0,0.5,0.49,0.82,1.0,0.6900000000000001,1.0,TwoStageWithin,0.6598,0.8522
28,197,exp_74,0.0,0.037399999976158144,0.2,0.4,0.0,0.6,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2528,0.9985
29,197,exp_88,0.0,0.4308000000715256,0.38,0.4,1.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.7433,0.7494
30,197,exp_50,0.0,0.8612000000476837,0.32,0.4,0.0,0.6,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6133,0.89
31,197,exp_8,0.0,0.7227000000476838,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.3994,0.9815
32,197,catch_7,1.0,0.3515,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.6079,0.106
33,197,exp_99,0.0,0.7157000000476837,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.6219,0.8837
34,197,catch_1,1.0,0.5375,0.41,0.5,1.0,0.5,0.29,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageWithin,0.7235,0.219
35,197,catch_9,1.0,0.11069999992847444,0.72,0.5,1.0,0.5,0.48,0.4,1.0,0.18,0.0,TwoStageWithin,0.5505,0.0716
36,197,exp_113,0.0,0.28869999992847445,0.22,0.5,1.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.5281,0.9393
37,197,exp_60,0.0,0.3742000000476837,0.21,0.6,0.0,0.4,0.41,0.62,0.0,0.18,1.0,TwoStageWithin,0.6153,0.8885
38,197,exp_30,0.0,0.3725,0.17,0.6,1.0,0.4,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.7535,0.7314
39,197,exp_107,0.0,0.6376999999284745,0.4,0.5,0.0,0.5,0.78,0.3,1.0,0.21000000000000002,1.0,TwoStageWithin,0.4142,0.9782
40,197,exp_26,0.0,0.5117000000476837,0.17,0.4,0.0,0.6,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.6835,0.8287
41,197,exp_116,0.0,0.36039999997615807,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.5138,0.9457
42,197,exp_102,0.0,0.961,0.38,0.6,1.0,0.4,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.6712,0.8413
43,197,exp_47,0.0,2.0569000000953674,0.48,0.5,1.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.4824,0.958
44,197,catch_0,1.0,0.5926000000238418,0.72,0.5,1.0,0.5,0.19,0.3,0.0,0.2,0.0,TwoStageWithin,0.2899,0.0035
45,197,exp_101,0.0,0.6516000000238419,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.6219,0.8837
46,197,catch_4,1.0,0.328,0.31,0.5,1.0,0.5,0.19,0.73,0.0,0.4,0.0,TwoStageWithin,0.6942,0.1823
47,197,exp_84,0.0,0.805,0.29,0.6,0.0,0.4,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.471,0.962
48,197,exp_3,0.0,0.34310000002384183,0.49,0.5,0.0,0.5,0.79,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.4917,0.9546
49,197,catch_8,1.0,2.385899999976158,0.32,0.5,1.0,0.5,0.22,0.5,0.0,0.37,0.0,TwoStageWithin,0.7236,0.2191
50,197,exp_57,0.0,0.493,0.21,0.5,1.0,0.5,0.41,0.62,1.0,0.18,1.0,TwoStageWithin,0.6334,0.8748
51,197,exp_114,0.0,0.2357999999523163,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.4898,0.9553
