,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,10-attributes,exp_73,1.0,0.2760149999521673,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,0.0,TwoStageWithin,0.6378,0.5441
1,10-attributes,catch_7,1.0,0.5025149999419227,0.28,0.48,0.52,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,0.5345,0.1708
2,10-attributes,exp_69,0.0,0.3644900000654161,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.6357,0.4326
3,10-attributes,exp_15,1.0,0.4048900000052527,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.6129,0.3242
4,10-attributes,exp_45,1.0,0.8375900000100955,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.2859,0.0124
5,10-attributes,exp_89,1.0,0.2920500000473112,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,0.0,TwoStageWithin,0.6365,0.4397
6,10-attributes,exp_117,1.0,0.6241700000828132,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,0.587,0.2578
7,10-attributes,exp_115,1.0,0.4555200000759214,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,0.587,0.2578
8,10-attributes,exp_3,1.0,0.33164500002749264,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,0.0,TwoStageWithin,0.4523,0.088
9,10-attributes,exp_37,1.0,0.4509550000075251,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.6272,0.3793
10,10-attributes,exp_67,0.0,0.3494449999416247,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.6357,0.4326
11,10-attributes,exp_99,1.0,0.47578999993857,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,0.0,TwoStageWithin,0.6044,0.2994
12,10-attributes,catch_3,1.0,0.6552900000242516,0.19,0.38,0.6799999999999999,0.5,0.58,1.0,1.0,0.5,0.0,TwoStageWithin,0.5249,0.1586
13,10-attributes,exp_107,0.0,0.8653049999848008,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,0.6393,0.484
14,10-attributes,exp_25,1.0,0.5469649999868125,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,0.6393,0.4865
15,10-attributes,exp_53,1.0,0.6807999999728054,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,0.0,TwoStageWithin,0.6393,0.513
16,10-attributes,exp_47,1.0,0.5864049999509007,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.2859,0.0124
