,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,145-alternatives,exp_50,0.0,0.6793000000000465,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.6037,0.7794
1,145-alternatives,exp_88,0.0,0.4404000000000233,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6781,0.542
2,145-alternatives,exp_78,0.0,0.452,0.0,0.8,0.2,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.3664,0.9711
3,145-alternatives,exp_42,1.0,0.418,0.0,0.81,0.48,0.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4628,0.0753
4,145-alternatives,catch_8,1.0,0.6458000000000466,0.0,0.22,0.32,1.0,0.5,0.5,0.37,0.5,0.0,TwoStageBetween,0.4319,0.0573
5,145-alternatives,exp_58,1.0,1.1229000000000233,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.6119,0.2343
6,145-alternatives,exp_114,0.0,0.4542000000000698,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.6135,0.7626
7,145-alternatives,exp_40,1.0,0.3831999999999534,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4628,0.0753
8,145-alternatives,exp_46,1.0,0.4862999999999302,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4628,0.0753
9,145-alternatives,exp_90,0.0,0.306,0.0,0.5,0.38,0.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6781,0.542
10,145-alternatives,exp_68,0.0,0.44230000000004654,0.0,0.72,0.51,0.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.6501,0.68
11,145-alternatives,exp_74,0.0,0.6081999999999534,0.0,0.8,0.2,0.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.3664,0.9711
12,145-alternatives,exp_52,0.0,0.47639999999990684,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.6037,0.7794
13,145-alternatives,exp_20,1.0,0.2582999999999301,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.6784,0.4612
14,145-alternatives,exp_108,0.0,0.238,0.0,0.78,0.4,0.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.5658,0.8328
15,145-alternatives,exp_26,0.0,0.384,0.0,0.3,0.17,0.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.6281,0.7341
16,145-alternatives,exp_84,0.0,0.36990000000002327,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.6246,0.2582
17,145-alternatives,exp_60,1.0,0.37680000000004654,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.6119,0.2343
18,145-alternatives,exp_94,0.0,0.3495999999999767,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6781,0.542
19,145-alternatives,catch_0,1.0,0.645,0.0,0.19,0.72,1.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.2008,0.0011
20,145-alternatives,exp_10,0.0,0.1900999999999767,0.0,0.7,0.29,0.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.6765,0.5599
