,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,10-TwoStageWithin,exp_73,0.0,0.2149,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,0.0,TwoStageWithin,0.6981,0.4335
1,10-TwoStageWithin,catch_0,1.0,0.9226,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,1.0,TwoStageWithin,0.6522,0.272
2,10-TwoStageWithin,catch_7,0.0,1.6636,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.5965,0.1812
3,10-TwoStageWithin,exp_8,0.0,0.1629,0.4,0.29,0.6,1.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.6186,0.212
4,10-TwoStageWithin,exp_22,0.0,1.0324,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.5026,0.0913
5,10-TwoStageWithin,exp_69,0.0,1.414,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.6921,0.395
6,10-TwoStageWithin,exp_90,1.0,0.4119,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.6965,0.5773
7,10-TwoStageWithin,exp_15,0.0,0.4715,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,0.0,TwoStageWithin,0.6723,0.3212
8,10-TwoStageWithin,exp_45,0.0,0.2566,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.2599,0.0046
9,10-TwoStageWithin,exp_89,0.0,0.9204,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.6985,0.437
10,10-TwoStageWithin,exp_117,0.0,0.2056,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,0.0,TwoStageWithin,0.5777,0.1588
11,10-TwoStageWithin,exp_115,1.0,0.0719,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5777,0.1588
12,10-TwoStageWithin,exp_96,0.0,0.9541,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.553,0.1332
13,10-TwoStageWithin,exp_3,0.0,0.6176,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.79,1.0,0.0,TwoStageWithin,0.3593,0.0229
14,10-TwoStageWithin,exp_37,1.0,0.2142,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.6937,0.404
15,10-TwoStageWithin,exp_67,0.0,0.2189,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.6921,0.395
