,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,0-TwoStageWithin,exp_53,0.0,0.4883,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,0.0,TwoStageWithin,0.8375,0.6861
1,0-TwoStageWithin,exp_69,1.0,3.018,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.8756,0.5197
2,0-TwoStageWithin,exp_40,0.0,0.4043,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.4329,0.0182
3,0-TwoStageWithin,exp_89,0.0,0.6195,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.872,0.4345
4,0-TwoStageWithin,exp_96,1.0,1.2819,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.8345,0.6931
5,0-TwoStageWithin,exp_74,1.0,0.7216,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.7443,0.8252
6,0-TwoStageWithin,exp_88,0.0,0.4498,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.8562,0.6347
7,0-TwoStageWithin,exp_73,0.0,0.4642,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,0.0,TwoStageWithin,0.7302,0.839
8,0-TwoStageWithin,exp_50,1.0,0.3762,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,1.0,TwoStageWithin,0.8173,0.7274
9,0-TwoStageWithin,exp_90,0.0,0.1354,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.857,0.3638
10,0-TwoStageWithin,catch_0,0.0,0.5937,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.7798,0.2136
11,0-TwoStageWithin,exp_104,1.0,1.1274,0.4,0.4,0.6,1.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.8232,0.7163
12,0-TwoStageWithin,exp_107,1.0,0.9707,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,0.8742,0.5404
13,0-TwoStageWithin,exp_98,0.0,0.4096,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.8708,0.4259
14,0-TwoStageWithin,exp_67,0.0,0.4503,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.8756,0.5197
15,0-TwoStageWithin,exp_18,0.0,0.5421,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.7978,0.2382
16,0-TwoStageWithin,exp_114,0.0,0.1017,0.4,0.22,0.6,0.0,0.79,0.42,0.49,0.0,0.0,TwoStageWithin,0.8592,0.3716
17,0-TwoStageWithin,catch_8,0.0,2.2939,0.5,0.32,0.5,1.0,0.5,0.37,0.22,0.0,0.0,TwoStageWithin,0.8532,0.3514
18,0-TwoStageWithin,exp_30,0.0,0.4886,0.6,0.17,0.4,1.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.8629,0.6098
19,0-TwoStageWithin,exp_47,0.0,0.2311,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.3457,0.0059
20,0-TwoStageWithin,exp_113,1.0,0.2674,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.8669,0.404
21,0-TwoStageWithin,catch_9,0.0,0.7372,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.5843,0.065
22,0-TwoStageWithin,exp_59,0.0,0.963,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.7798,0.2135
23,0-TwoStageWithin,exp_26,0.0,0.1874,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.8605,0.3764
24,0-TwoStageWithin,exp_9,0.0,0.293,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,0.0,TwoStageWithin,0.8276,0.289
25,0-TwoStageWithin,exp_8,1.0,0.8385,0.4,0.29,0.6,1.0,0.5,0.18,0.7,0.0,1.0,TwoStageWithin,0.8754,0.4703
26,0-TwoStageWithin,exp_115,1.0,0.9664,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.8669,0.404
27,0-TwoStageWithin,exp_27,1.0,0.2612,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.8761,0.4926
28,0-TwoStageWithin,exp_37,0.0,2.284,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.8135,0.263
29,0-TwoStageWithin,exp_108,0.0,0.3094,0.6,0.4,0.4,0.0,0.3,0.21,0.78,0.0,0.0,TwoStageWithin,0.8543,0.3547
30,0-TwoStageWithin,exp_10,0.0,0.2202,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.7895,0.2264
31,0-TwoStageWithin,exp_102,0.0,0.8705,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.8664,0.4014
32,0-TwoStageWithin,exp_36,0.0,1.1014,0.6,0.7,0.4,0.0,0.32,0.2,0.79,0.0,0.0,TwoStageWithin,0.6986,0.133
33,0-TwoStageWithin,catch_6,0.0,3.1581,0.5,0.59,0.5,1.0,0.27,0.19,0.23,0.0,0.0,TwoStageWithin,0.8528,0.3503
34,0-TwoStageWithin,exp_91,0.0,0.3945,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.872,0.4345
35,0-TwoStageWithin,exp_94,1.0,0.6155,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.876,0.508
36,0-TwoStageWithin,exp_78,1.0,0.7145,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.7159,0.8519
37,0-TwoStageWithin,exp_3,1.0,1.3549,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,0.7936,0.2321
38,0-TwoStageWithin,exp_68,1.0,0.2255,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.8125,0.2613
39,0-TwoStageWithin,exp_22,0.0,0.8873,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.8499,0.3418
40,0-TwoStageWithin,exp_25,0.0,1.6695,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.8761,0.4926
41,0-TwoStageWithin,catch_4,0.0,1.7456,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.6654,0.1092
42,0-TwoStageWithin,catch_2,0.0,0.3661,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.7521,0.1815
