,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,16-TwoStageBetween,exp_53,0.0,0.2211,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,0.0,TwoStageWithin,0.79,0.5538
1,16-TwoStageBetween,exp_67,1.0,0.8462,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.7921,0.5274
2,16-TwoStageBetween,exp_101,1.0,0.8185,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.7926,0.5171
3,16-TwoStageBetween,exp_45,1.0,1.2138,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,1.0,TwoStageWithin,0.7671,0.3391
4,16-TwoStageBetween,exp_82,1.0,0.6622,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.7903,0.4468
5,16-TwoStageBetween,exp_10,0.0,1.55,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.7929,0.503
6,16-TwoStageBetween,exp_117,1.0,1.4755,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.7923,0.5251
7,16-TwoStageBetween,exp_50,1.0,1.1236,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,1.0,TwoStageWithin,0.7882,0.568
8,16-TwoStageBetween,catch_9,0.0,1.2401,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.7729,0.3576
9,16-TwoStageBetween,exp_52,0.0,0.6728,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.7882,0.568
10,16-TwoStageBetween,exp_42,0.0,0.8844,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.7713,0.3521
11,16-TwoStageBetween,exp_1,0.0,0.193,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,0.0,TwoStageWithin,0.7928,0.5125
12,16-TwoStageBetween,exp_107,0.0,0.3425,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,0.0,TwoStageWithin,0.7918,0.5327
13,16-TwoStageBetween,exp_40,0.0,0.7394,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.7626,0.3264
14,16-TwoStageBetween,exp_84,1.0,2.4937,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.7903,0.4468
15,16-TwoStageBetween,exp_80,1.0,1.1866,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.7866,0.4185
16,16-TwoStageBetween,exp_58,1.0,2.8477,0.4,0.21,0.6,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,0.7924,0.4752
17,16-TwoStageBetween,catch_5,0.0,0.2141,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.7895,0.4398
18,16-TwoStageBetween,exp_99,1.0,0.9206,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.7926,0.5171
19,16-TwoStageBetween,catch_2,0.0,1.343,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.7775,0.3743
20,16-TwoStageBetween,exp_78,1.0,0.5113,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.7787,0.6185
21,16-TwoStageBetween,exp_19,0.0,1.4495,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,0.0,TwoStageWithin,0.7928,0.4862
22,16-TwoStageBetween,exp_89,1.0,0.7616,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,0.7929,0.4984
23,16-TwoStageBetween,exp_88,0.0,0.6256,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.7927,0.484
24,16-TwoStageBetween,exp_94,0.0,1.7507,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.7927,0.484
25,16-TwoStageBetween,exp_29,0.0,1.6284,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.7929,0.506
26,16-TwoStageBetween,exp_68,1.0,0.6208,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.7911,0.5417
27,16-TwoStageBetween,exp_35,1.0,0.7537,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.7908,0.4524
28,16-TwoStageBetween,catch_7,0.0,0.3632,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.7752,0.3658
29,16-TwoStageBetween,exp_73,0.0,0.4098,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,0.0,TwoStageWithin,0.7752,0.632
30,16-TwoStageBetween,exp_102,1.0,0.5675,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.7929,0.5027
31,16-TwoStageBetween,exp_30,1.0,1.6285,0.6,0.17,0.4,1.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.7929,0.4916
32,16-TwoStageBetween,catch_1,0.0,0.5219,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.29,1.0,0.0,TwoStageWithin,0.7859,0.4144
33,16-TwoStageBetween,exp_43,0.0,0.2774,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.7671,0.3391
34,16-TwoStageBetween,exp_26,0.0,0.5199,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.7925,0.5204
35,16-TwoStageBetween,exp_108,0.0,0.7069,0.6,0.4,0.4,0.0,0.3,0.21,0.78,0.0,0.0,TwoStageWithin,0.7907,0.547
36,16-TwoStageBetween,exp_20,0.0,0.5369,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.7929,0.5006
37,16-TwoStageBetween,exp_25,0.0,0.5767,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.7929,0.506
38,16-TwoStageBetween,exp_37,1.0,0.457,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.7908,0.4524
