,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,18-TwoStageWithin,exp_74,1.0,0.2279,0.5,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.5944,0.9749
1,18-TwoStageWithin,exp_115,1.0,1.0929,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.8585,0.879
2,18-TwoStageWithin,exp_117,1.0,1.2582,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.8585,0.879
3,18-TwoStageWithin,exp_43,0.0,0.9138,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.8253,0.0996
4,18-TwoStageWithin,catch_7,0.0,0.7619,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.5364,0.0157
5,18-TwoStageWithin,exp_82,1.0,1.0198,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.9531,0.8037
6,18-TwoStageWithin,exp_19,0.0,0.2336,0.6,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageMixtureNoScaling,1.0453,0.665
7,18-TwoStageWithin,exp_10,1.0,0.2196,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.8533,0.8822
8,18-TwoStageWithin,exp_80,1.0,1.598,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,1.0755,0.5555
9,18-TwoStageWithin,exp_47,0.0,0.8429,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.6321,0.0327
10,18-TwoStageWithin,catch_9,0.0,1.8775,0.5,0.5,0.72,0.5,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageMixtureNoScaling,0.4911,0.0102
11,18-TwoStageWithin,exp_59,0.0,0.5706,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageMixtureNoScaling,1.0777,0.5383
12,18-TwoStageWithin,exp_101,1.0,0.3047,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.9231,0.8319
