,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,8-TwoStageWithin,exp_69,1.0,0.4204,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5072,0.8049
1,8-TwoStageWithin,exp_59,0.0,1.1668,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.587,0.544
2,8-TwoStageWithin,catch_5,0.0,0.2894,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.4865,0.1641
3,8-TwoStageWithin,exp_96,1.0,0.3999,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5719,0.645
4,8-TwoStageWithin,exp_10,0.0,0.3486,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.5809,0.5986
5,8-TwoStageWithin,exp_40,0.0,0.2186,0.5,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.3819,0.0631
6,8-TwoStageWithin,exp_60,0.0,0.319,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.5071,0.1948
7,8-TwoStageWithin,exp_99,1.0,0.431,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.5195,0.7837
8,8-TwoStageWithin,exp_90,0.0,0.166,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.5577,0.6952
9,8-TwoStageWithin,exp_102,1.0,1.2663,0.5,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5579,0.3052
10,8-TwoStageWithin,exp_22,0.0,0.5331,0.5,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.5167,0.2113
11,8-TwoStageWithin,catch_2,0.0,0.0939,0.5,0.5,0.6,0.5,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageMixtureNoScaling,0.3051,0.0247
12,8-TwoStageWithin,catch_4,0.0,0.3665,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.3156,0.0287
13,8-TwoStageWithin,exp_82,0.0,0.407,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.5711,0.3515
14,8-TwoStageWithin,exp_115,1.0,0.7265,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.4898,0.8314
15,8-TwoStageWithin,catch_7,0.0,0.2023,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.3411,0.0399
16,8-TwoStageWithin,exp_88,1.0,0.3714,0.5,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5885,0.4907
17,8-TwoStageWithin,exp_67,1.0,0.1813,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5072,0.8049
18,8-TwoStageWithin,exp_80,0.0,0.1824,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.5018,0.1864
19,8-TwoStageWithin,exp_74,1.0,0.1018,0.5,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.3107,0.9732
20,8-TwoStageWithin,exp_46,0.0,0.0769,0.5,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.2766,0.0159
21,8-TwoStageWithin,exp_20,1.0,0.3133,0.5,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,0.5787,0.3879
22,8-TwoStageWithin,exp_107,1.0,0.1511,0.6,0.5,0.4,0.5,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageMixtureNoScaling,0.477,0.8486
23,8-TwoStageWithin,exp_43,0.0,0.8929,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.49,0.1689
24,8-TwoStageWithin,exp_26,1.0,0.311,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.5561,0.6999
25,8-TwoStageWithin,exp_101,1.0,0.8717,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.5195,0.7837
