,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,79-attributes,exp_69,1.0,0.5256000000014901,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,0.0,TwoStageWithin,0.5559,0.931
1,79-attributes,catch_5,1.0,0.34620000000298023,0.43,0.49,0.32,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.6715,0.1466
2,79-attributes,exp_35,1.0,0.5973999999985099,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.8257,0.4834
3,79-attributes,exp_3,0.0,0.37610000000149013,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.4365,0.9747
4,79-attributes,exp_15,0.0,0.3446000000014901,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.436,0.9749
5,79-attributes,exp_89,0.0,0.3973999999985099,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.7479,0.7637
6,79-attributes,exp_9,0.0,0.6955,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.436,0.9749
7,79-attributes,exp_53,0.0,0.4055,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.561,0.9284
8,79-attributes,exp_59,1.0,0.635,0.62,0.21,0.18,0.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,0.728,0.7917
9,79-attributes,exp_25,0.0,0.3335,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.7324,0.7859
10,79-attributes,exp_107,0.0,0.3863999999985099,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.3982,0.9833
11,79-attributes,exp_1,0.0,0.3651000000014901,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.4365,0.9747
12,79-attributes,exp_91,0.0,0.5246999999955296,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.7479,0.7637
13,79-attributes,exp_99,0.0,0.3208999999985099,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.5742,0.9215
14,79-attributes,exp_23,0.0,0.4165,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,1.0,TwoStageWithin,0.7549,0.7528
15,79-attributes,exp_45,1.0,0.44229999999701974,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.7753,0.7162
16,79-attributes,exp_101,0.0,0.4088999999985099,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.5742,0.9215
17,79-attributes,exp_117,0.0,0.3848000000044704,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.4708,0.965
18,79-attributes,exp_113,0.0,0.3498999999985099,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.4708,0.965
19,79-attributes,exp_47,0.0,0.43620000000298015,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,1.0,TwoStageWithin,0.7753,0.7162
20,79-attributes,catch_3,1.0,0.4183999999985099,0.6799999999999999,0.38,0.58,1.0,1.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.476,0.0366
21,79-attributes,exp_27,1.0,0.478,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,0.0,TwoStageWithin,0.7324,0.7859
22,79-attributes,exp_29,0.0,0.3878999999985099,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.7324,0.7859
23,79-attributes,exp_37,1.0,0.6990999999940395,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.8257,0.4834
24,79-attributes,exp_73,0.0,0.22720000000298024,0.6799999999999999,0.2,0.4,1.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.2062,0.9997
25,79-attributes,exp_43,0.0,0.3277000000029802,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,1.0,TwoStageWithin,0.7753,0.7162
26,79-attributes,exp_19,1.0,0.44429999999701975,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.7549,0.7528
27,79-attributes,catch_1,1.0,0.3632999999970198,0.5900000000000001,0.41,0.42000000000000004,1.0,1.0,0.5,0.5,0.29,0.0,TwoStageWithin,0.5948,0.0901
28,79-attributes,exp_57,1.0,0.7088999999985098,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,0.728,0.7917
29,79-attributes,exp_67,0.0,0.45220000000298016,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.5559,0.931
30,79-attributes,catch_7,1.0,0.2545,0.52,0.48,0.21000000000000002,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.4041,0.0179
31,79-attributes,exp_115,0.0,0.2845,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.4708,0.965
32,79-attributes,catch_9,1.0,0.37490000000596047,0.4,0.72,0.18,1.0,1.0,0.5,0.5,0.48,0.0,TwoStageWithin,0.3463,0.0084
33,79-attributes,exp_55,0.0,0.35420000000298024,0.82,0.32,0.6900000000000001,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.561,0.9284
