,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,129-attributes,catch_3,1.0,0.5066149999994086,1.0,0.19,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.0,TwoStageWithin,0.6364,0.0615
1,129-attributes,catch_9,1.0,0.5558750000001165,1.0,0.48,0.72,0.5,1.0,0.4,0.18,0.5,0.0,TwoStageWithin,0.4922,0.0207
2,129-attributes,exp_1,1.0,0.3845550000005169,1.0,0.79,0.49,0.5,1.0,0.8300000000000001,0.53,0.5,0.0,TwoStageWithin,0.9234,0.6682
3,129-attributes,exp_59,1.0,0.8353199999992503,1.0,0.41,0.21,0.5,0.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.9161,0.3083
4,129-attributes,exp_25,0.0,0.566659999999567,1.0,0.3,0.17,0.5,1.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.9521,0.5609
5,129-attributes,exp_15,0.0,0.5367500000002329,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.9567,0.4993
6,129-attributes,exp_45,1.0,0.5462249999999768,1.0,0.81,0.48,0.5,0.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.4979,0.0218
7,129-attributes,exp_117,1.0,0.5094849999995205,1.0,0.49,0.22,0.5,0.0,0.79,0.42000000000000004,0.5,0.0,TwoStageWithin,0.9012,0.7152
8,129-attributes,exp_23,1.0,0.5925699999998324,1.0,0.28,0.17,0.5,1.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.955,0.4559
9,129-attributes,exp_57,0.0,0.5564249999996973,1.0,0.41,0.21,0.5,1.0,0.62,0.18,0.5,1.0,TwoStageWithin,0.9161,0.3083
10,129-attributes,exp_37,0.0,0.6116650000003865,1.0,0.79,0.7,0.5,0.0,0.32,0.2,0.5,1.0,TwoStageWithin,0.8766,0.2401
11,129-attributes,catch_5,1.0,0.4561200000006938,1.0,0.4,0.49,0.5,1.0,0.43,0.32,0.5,0.0,TwoStageWithin,0.8211,0.1759
12,129-attributes,exp_99,0.0,0.5759250000009779,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.9273,0.6582
13,129-attributes,exp_67,0.0,0.6102399999999907,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.9052,0.7077
14,129-attributes,exp_107,0.0,0.4582199999986915,1.0,0.78,0.4,0.5,0.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.8824,0.7466
15,129-attributes,exp_27,0.0,0.6615349999992177,1.0,0.3,0.17,0.5,0.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.9521,0.5609
16,129-attributes,exp_43,1.0,1.2727149999993852,1.0,0.81,0.48,0.5,0.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.4979,0.0218
17,129-attributes,exp_53,0.0,0.5741450000004843,1.0,0.49,0.32,0.5,0.0,0.82,0.6900000000000001,0.5,1.0,TwoStageWithin,0.8225,0.82
18,129-attributes,exp_47,1.0,0.6161899999990128,1.0,0.81,0.48,0.5,1.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.4979,0.0218
19,129-attributes,exp_69,0.0,0.910545000000624,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.9052,0.7077
