,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,51-alternatives,exp_96,0.0,0.865,0.0,0.58,0.38,0.4,1.0,0.6900000000000001,0.49000000000000005,0.6,1.0,TwoStageWithin,1.0635,0.4241
1,51-alternatives,catch_8,1.0,0.633,0.0,0.22,0.32,0.5,1.0,0.5,0.37,0.5,0.0,TwoStageWithin,0.9758,0.2261
2,51-alternatives,exp_74,0.0,0.302,0.0,0.8,0.2,0.4,0.0,0.6799999999999999,0.4,0.6,1.0,TwoStageWithin,0.8769,0.86
3,51-alternatives,exp_20,0.0,1.264,0.0,0.28,0.17,0.6,0.0,0.8300000000000001,0.43,0.4,1.0,TwoStageWithin,1.0588,0.399
4,51-alternatives,exp_60,1.0,0.92,0.0,0.41,0.21,0.6,0.0,0.62,0.18,0.4,0.0,TwoStageWithin,1.0454,0.3512
5,51-alternatives,exp_102,1.0,0.75,0.0,0.58,0.38,0.6,1.0,0.6900000000000001,0.49000000000000005,0.4,0.0,TwoStageWithin,1.0015,0.2614
6,51-alternatives,exp_26,0.0,1.483,0.0,0.3,0.17,0.4,0.0,0.3,0.2,0.6,1.0,TwoStageWithin,1.0548,0.603
7,51-alternatives,exp_50,1.0,0.855,0.0,0.49,0.32,0.4,0.0,0.82,0.6900000000000001,0.6,0.0,TwoStageWithin,0.9448,0.8012
8,51-alternatives,exp_82,1.0,1.792,0.0,0.61,0.29,0.4,0.0,0.8099999999999999,0.22000000000000003,0.6,0.0,TwoStageWithin,0.9797,0.231
9,51-alternatives,catch_0,1.0,1.176,0.0,0.19,0.72,0.5,1.0,0.3,0.2,0.5,0.0,TwoStageWithin,0.9014,0.154
10,51-alternatives,exp_116,0.0,0.889,0.0,0.49,0.22,0.6,0.0,0.79,0.42000000000000004,0.4,1.0,TwoStageWithin,1.0681,0.4683
11,51-alternatives,exp_30,0.0,0.674,0.0,0.3,0.17,0.6,1.0,0.3,0.2,0.4,1.0,TwoStageWithin,1.0532,0.3762
12,51-alternatives,catch_6,1.0,0.627,0.0,0.23,0.59,0.5,1.0,0.27,0.19,0.5,0.0,TwoStageWithin,0.9751,0.2253
13,51-alternatives,exp_88,0.0,0.102,0.0,0.5,0.38,0.4,1.0,0.4,0.3,0.6,1.0,TwoStageWithin,1.0561,0.3873
14,51-alternatives,exp_68,1.0,1.18,0.0,0.72,0.51,0.6,0.0,0.52,0.42000000000000004,0.4,0.0,TwoStageWithin,1.0675,0.5253
15,51-alternatives,exp_52,0.0,2.144,0.0,0.49,0.32,0.6,0.0,0.82,0.6900000000000001,0.4,1.0,TwoStageWithin,1.0519,0.614
