,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,17,exp_114,0.0,1.0921899999957532,0.22,0.42000000000000004,0.49,0.0,0.79,0.4,0.6,0.0,1.0,TwoStageWithin,1.4031,0.6497
1,17,exp_115,0.0,1.083649999985937,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,1.427,0.5815
2,17,exp_22,1.0,1.0714049999951385,0.17,0.43,0.28,0.0,0.8300000000000001,0.6,0.4,1.0,0.0,TwoStageWithin,1.3985,0.2792
3,17,exp_107,0.0,2.1536299999861512,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,1.4015,0.6534
4,17,exp_69,0.0,2.1581399999849964,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,1.4124,0.6269
5,17,exp_88,0.0,1.0915649999806192,0.38,0.3,0.5,0.0,0.4,0.4,0.6,1.0,1.0,TwoStageWithin,1.4408,0.4227
6,17,exp_50,0.0,0.5268050000013318,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,1.2251,0.8584
7,17,exp_67,0.0,1.6102449999889359,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,1.4124,0.6269
8,17,catch_2,1.0,1.076600000000326,0.6,0.22000000000000003,0.38,0.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,0.9044,0.0265
9,17,exp_27,1.0,1.0648999999975786,0.17,0.2,0.3,1.0,0.3,0.5,0.5,0.0,0.0,TwoStageWithin,1.4413,0.4983
10,17,catch_9,1.0,1.0628900000010617,0.72,0.18,0.48,1.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,0.7639,0.0118
11,17,exp_46,1.0,1.0776149999874178,0.48,0.16999999999999996,0.81,0.0,0.79,0.6,0.4,1.0,0.0,TwoStageWithin,0.5637,0.0022
12,17,exp_78,0.0,1.1022700000030454,0.2,0.4,0.8,0.0,0.6799999999999999,0.6,0.4,1.0,1.0,TwoStageWithin,0.9232,0.9679
13,17,catch_1,1.0,1.0770100000081584,0.41,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,0.5,1.0,0.0,TwoStageWithin,1.0805,0.0613
14,17,exp_108,1.0,1.6164799999969546,0.4,0.21000000000000002,0.78,0.0,0.3,0.6,0.4,0.0,0.0,TwoStageWithin,1.394,0.6693
15,17,exp_59,1.0,1.6200649999955203,0.21,0.18,0.41,1.0,0.62,0.5,0.5,0.0,0.0,TwoStageWithin,1.3307,0.1901
16,17,exp_58,1.0,1.0758050000004005,0.21,0.18,0.41,0.0,0.62,0.4,0.6,0.0,0.0,TwoStageWithin,1.3645,0.2274
17,17,catch_3,1.0,1.0730150000017602,0.38,0.58,0.19,1.0,0.6799999999999999,0.5,0.5,1.0,0.0,TwoStageWithin,0.9553,0.0343
18,17,exp_35,1.0,1.0834850000101142,0.7,0.2,0.79,1.0,0.32,0.5,0.5,0.0,0.0,TwoStageWithin,1.313,0.1741
19,17,exp_94,0.0,0.5485749999934342,0.38,0.3,0.5,0.0,0.4,0.6,0.4,1.0,1.0,TwoStageWithin,1.4338,0.3766
20,17,exp_3,1.0,1.0806900000025053,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,1.4426,0.4541
21,17,exp_30,1.0,1.6201000000000931,0.17,0.2,0.3,0.0,0.3,0.6,0.4,1.0,0.0,TwoStageWithin,1.4425,0.4506
22,17,exp_9,0.0,1.0832999999984168,0.29,0.18,0.7,1.0,0.5,0.5,0.5,1.0,1.0,TwoStageWithin,1.4199,0.3275
23,17,exp_89,1.0,1.0982500000100115,0.38,0.3,0.5,1.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,1.4419,0.4375
24,17,exp_1,0.0,1.1069949999800883,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,1.0,1.0,TwoStageWithin,1.4426,0.4541
25,17,exp_8,1.0,1.096125000010943,0.29,0.18,0.7,0.0,0.5,0.4,0.6,1.0,0.0,TwoStageWithin,1.4139,0.3121
26,17,exp_64,0.0,1.0974149999965448,0.51,0.42000000000000004,0.72,0.0,0.52,0.4,0.6,1.0,1.0,TwoStageWithin,1.4098,0.6337
27,17,exp_96,1.0,1.090970000019297,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,1.0,0.0,TwoStageWithin,1.4349,0.5466
28,17,exp_43,1.0,1.0953999999910593,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.5968,0.0031
29,17,exp_91,1.0,0.538509999983944,0.38,0.3,0.5,1.0,0.4,0.5,0.5,0.0,0.0,TwoStageWithin,1.4419,0.4375
30,17,catch_0,1.0,1.0676500000117812,0.72,0.2,0.19,0.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.8451,0.0193
31,17,exp_45,1.0,1.0741050000069663,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.5968,0.0031
32,17,exp_90,0.0,1.6303449999832085,0.38,0.3,0.5,0.0,0.4,0.4,0.6,0.0,1.0,TwoStageWithin,1.4411,0.5006
33,17,exp_36,1.0,1.087395000009565,0.7,0.2,0.79,0.0,0.32,0.6,0.4,0.0,0.0,TwoStageWithin,1.3193,0.1796
