,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,0,exp_53,0.0,0.675,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,0.0,1.0,TwoStageWithin,0.7453,0.6592
1,0,exp_69,0.0,0.811,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,0.7704,0.5159
2,0,exp_40,1.0,0.441,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,1.0,0.0,TwoStageWithin,0.3272,0.0092
3,0,exp_89,0.0,0.435,0.38,0.3,0.5,1.0,0.4,0.5,0.5,1.0,1.0,TwoStageWithin,0.7679,0.4447
4,0,exp_96,1.0,0.483,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,1.0,0.0,TwoStageWithin,0.7485,0.3493
5,0,exp_74,0.0,0.382,0.2,0.4,0.8,0.0,0.6799999999999999,0.4,0.6,0.0,1.0,TwoStageWithin,0.6316,0.8458
6,0,exp_88,0.0,0.91,0.38,0.3,0.5,0.0,0.4,0.4,0.6,1.0,1.0,TwoStageWithin,0.7539,0.368
7,0,exp_73,1.0,0.485,0.2,0.4,0.8,1.0,0.6799999999999999,0.5,0.5,1.0,0.0,TwoStageWithin,0.6722,0.7993
8,0,exp_50,0.0,0.301,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,0.7172,0.7271
9,0,exp_90,0.0,0.448,0.38,0.3,0.5,0.0,0.4,0.4,0.6,0.0,1.0,TwoStageWithin,0.7701,0.5241
10,0,catch_0,1.0,0.294,0.72,0.2,0.19,0.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.6087,0.1324
11,0,exp_104,0.0,0.944,0.4,0.21000000000000002,0.78,0.0,0.3,0.4,0.6,1.0,1.0,TwoStageWithin,0.7688,0.4544
12,0,exp_107,1.0,0.521,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,0.0,0.0,TwoStageWithin,0.7695,0.5339
13,0,exp_98,0.0,0.709,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,0.0,1.0,TwoStageWithin,0.7707,0.5037
14,0,exp_67,1.0,0.537,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,0.0,TwoStageWithin,0.7704,0.5159
15,0,exp_18,1.0,0.6,0.17,0.43,0.28,0.0,0.8300000000000001,0.4,0.6,0.0,0.0,TwoStageWithin,0.7585,0.3872
16,0,exp_114,1.0,0.52,0.22,0.42000000000000004,0.49,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.7707,0.4945
17,0,catch_8,1.0,0.488,0.32,0.37,0.22,0.0,0.5,0.5,0.5,1.0,0.0,TwoStageWithin,0.6819,0.2133
18,0,exp_30,0.0,0.553,0.17,0.2,0.3,0.0,0.3,0.6,0.4,1.0,1.0,TwoStageWithin,0.764,0.4155
19,0,exp_47,1.0,0.648,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,1.0,0.0,TwoStageWithin,0.3488,0.0127
